CommandType     Name                                               Version    Source     
Function        Get-StorageNode                                    2.0.0.0    Storage    
Function        Get-StoragePool                                    2.0.0.0    Storage    
Function        Get-StorageProvider                                2.0.0.0    Storage    
Function        Get-StorageRack                                    2.0.0.0    Storage    
Function        Get-StorageReliabilityCounter                      2.0.0.0    Storage    
Function        Get-StorageScaleUnit                               2.0.0.0    Storage    
Function        Get-StorageSetting                                 2.0.0.0    Storage    
Function        Get-StorageSite                                    2.0.0.0    Storage    
Function        Get-StorageSubSystem                               2.0.0.0    Storage    
Function        Get-StorageTier                                    2.0.0.0    Storage    
Function        Get-StorageTierSupportedSize                       2.0.0.0    Storage    
Function        Get-SupportedClusterSizes                          2.0.0.0    Storage    
Function        Get-SupportedFileSystems                           2.0.0.0    Storage    
Function        Get-TargetPort                                     2.0.0.0    Storage    
Function        Get-TargetPortal                                   2.0.0.0    Storage    
Function        Get-TestDriveItem                                  3.4.0      Pester     
Function        Get-Verb                                                                 
Function        Get-VirtualDisk                                    2.0.0.0    Storage    
Function        Get-VirtualDiskSupportedSize                       2.0.0.0    Storage    
Function        Get-Volume                                         2.0.0.0    Storage    
Function        Get-VolumeCorruptionCount                          2.0.0.0    Storage    
Function        Get-VolumeScrubPolicy                              2.0.0.0    Storage    
Function        Get-VpnConnection                                  2.0.0.0    VpnClient  
Function        Get-VpnConnectionTrigger                           2.0.0.0    VpnClient  
Function        Get-WdacBidTrace                                   1.0.0.0    Wdac       
Function        Get-WindowsUpdateLog                               1.0.0.0    WindowsU...
Function        Get-WUAVersion                                     1.0.0.2    WindowsU...
Function        Get-WUIsPendingReboot                              1.0.0.2    WindowsU...
Function        Get-WULastInstallationDate                         1.0.0.2    WindowsU...
Function        Get-WULastScanSuccessDate                          1.0.0.2    WindowsU...
Function        Grant-FileShareAccess                              2.0.0.0    Storage    
Function        Grant-SmbShareAccess                               2.0.0.0    SmbShare   
Function        H:                                                                       
Function        help                                                                     
Function        Hide-VirtualDisk                                   2.0.0.0    Storage    
Function        I:                                                                       
Function        Import-IseSnippet                                  1.0.0.0    ISE        
Function        Import-PowerShellDataFile                          3.1.0.0    Microsof...
Function        ImportSystemModules                                                      
Function        In                                                 3.4.0      Pester     
Function        Initialize-Disk                                    2.0.0.0    Storage    
Function        InModuleScope                                      3.4.0      Pester     
Function        Install-Dtc                                        1.0.0.0    MsDtc      
Function        Install-Module                                     1.0.0.1    PowerShe...
Function        Install-Script                                     1.0.0.1    PowerShe...
Function        Install-WUUpdates                                  1.0.0.2    WindowsU...
Function        Invoke-AsWorkflow                                  1.0.0.0    PSWorkfl...
Function        Invoke-Mock                                        3.4.0      Pester     
Function        Invoke-OperationValidation                         1.0.1      Microsof...
Function        Invoke-Pester                                      3.4.0      Pester     
Function        It                                                 3.4.0      Pester     
Function        J:                                                                       
Function        K:                                                                       
Function        L:                                                                       
Function        Lock-BitLocker                                     1.0.0.0    BitLocker  
Function        M:                                                                       
Function        mkdir                                                                    
Function        Mock                                               3.4.0      Pester     
Function        Mount-DiskImage                                    2.0.0.0    Storage    
Function        Move-SmbWitnessClient                              2.0.0.0    SmbWitness 
Function        N:                                                                       
Function        New-AutologgerConfig                               1.0.0.0    EventTra...
Function        New-DAEntryPointTableItem                          1.0.0.0    DirectAc...
Function        New-DscChecksum                                    1.1        PSDesire...
Function        New-EapConfiguration                               2.0.0.0    VpnClient  
Function        New-EtwTraceSession                                1.0.0.0    EventTra...
Function        New-FileShare                                      2.0.0.0    Storage    
Function        New-Fixture                                        3.4.0      Pester     
Function        New-Guid                                           3.1.0.0    Microsof...
Function        New-IscsiTargetPortal                              1.0.0.0    iSCSI      
Function        New-IseSnippet                                     1.0.0.0    ISE        
Function        New-MaskingSet                                     2.0.0.0    Storage    
Function        New-NetAdapterAdvancedProperty                     2.0.0.0    NetAdapter 
Function        New-NetEventSession                                1.0.0.0    NetEvent...
Function        New-NetFirewallRule                                2.0.0.0    NetSecurity
Function        New-NetIPAddress                                   1.0.0.0    NetTCPIP   
Function        New-NetIPHttpsConfiguration                        1.0.0.0    NetworkT...
Function        New-NetIPsecDospSetting                            2.0.0.0    NetSecurity
Function        New-NetIPsecMainModeCryptoSet                      2.0.0.0    NetSecurity
Function        New-NetIPsecMainModeRule                           2.0.0.0    NetSecurity
Function        New-NetIPsecPhase1AuthSet                          2.0.0.0    NetSecurity
Function        New-NetIPsecPhase2AuthSet                          2.0.0.0    NetSecurity
Function        New-NetIPsecQuickModeCryptoSet                     2.0.0.0    NetSecurity
Function        New-NetIPsecRule                                   2.0.0.0    NetSecurity
Function        New-NetLbfoTeam                                    2.0.0.0    NetLbfo    
Function        New-NetNat                                         1.0.0.0    NetNat     
Function        New-NetNatTransitionConfiguration                  1.0.0.0    NetworkT...
Function        New-NetNeighbor                                    1.0.0.0    NetTCPIP   
Function        New-NetQosPolicy                                   2.0.0.0    NetQos     
Function        New-NetRoute                                       1.0.0.0    NetTCPIP   
Function        New-NetSwitchTeam                                  1.0.0.0    NetSwitc...
Function        New-NetTransportFilter                             1.0.0.0    NetTCPIP   
Function        New-NetworkSwitchVlan                              1.0.0.0    NetworkS...
Function        New-Partition                                      2.0.0.0    Storage    
Function        New-PesterOption                                   3.4.0      Pester     
Function        New-PSWorkflowSession                              2.0.0.0    PSWorkflow 
Function        New-ScheduledTask                                  1.0.0.0    Schedule...
Function        New-ScheduledTaskAction                            1.0.0.0    Schedule...
Function        New-ScheduledTaskPrincipal                         1.0.0.0    Schedule...
Function        New-ScheduledTaskSettingsSet                       1.0.0.0    Schedule...
Function        New-ScheduledTaskTrigger                           1.0.0.0    Schedule...
Function        New-ScriptFileInfo                                 1.0.0.1    PowerShe...
Function        New-SmbGlobalMapping                               2.0.0.0    SmbShare   
Function        New-SmbMapping                                     2.0.0.0    SmbShare   
Function        New-SmbMultichannelConstraint                      2.0.0.0    SmbShare   
Function        New-SmbShare                                       2.0.0.0    SmbShare   
Function        New-StorageBusBinding                              1.0.0.0    StorageB...
Function        New-StorageBusCacheStore                           1.0.0.0    StorageB...
Function        New-StorageFileServer                              2.0.0.0    Storage    
Function        New-StoragePool                                    2.0.0.0    Storage    
Function        New-StorageSubsystemVirtualDisk                    2.0.0.0    Storage    
Function        New-StorageTier                                    2.0.0.0    Storage    
Function        New-TemporaryFile                                  3.1.0.0    Microsof...
Function        New-VirtualDisk                                    2.0.0.0    Storage    
Function        New-VirtualDiskClone                               2.0.0.0    Storage    
Function        New-VirtualDiskSnapshot                            2.0.0.0    Storage    
Function        New-Volume                                         2.0.0.0    Storage    
Function        New-VpnServerAddress                               2.0.0.0    VpnClient  
Function        O:                                                                       
Function        Open-NetGPO                                        2.0.0.0    NetSecurity
Function        Optimize-StoragePool                               2.0.0.0    Storage    
Function        Optimize-Volume                                    2.0.0.0    Storage    
Function        oss                                                                      
Function        P:                                                                       
Function        Pause                                                                    
Function        prompt                                                                   
Function        PSConsoleHostReadLine                              2.0.0      PSReadline 
Function        psEdit                                                                   
Function        Publish-Module                                     1.0.0.1    PowerShe...
Function        Publish-Script                                     1.0.0.1    PowerShe...
Function        Q:                                                                       
Function        R:                                                                       
Function        Read-PrinterNfcTag                                 1.1        PrintMan...
Function        Register-ClusteredScheduledTask                    1.0.0.0    Schedule...
Function        Register-DnsClient                                 1.0.0.0    DnsClient  
Function        Register-IscsiSession                              1.0.0.0    iSCSI      
Function        Register-PSRepository                              1.0.0.1    PowerShe...
Function        Register-ScheduledTask                             1.0.0.0    Schedule...
Function        Register-StorageSubsystem                          2.0.0.0    Storage    
Function        Remove-AutologgerConfig                            1.0.0.0    EventTra...
Function        Remove-BitLockerKeyProtector                       1.0.0.0    BitLocker  
Function        Remove-DAEntryPointTableItem                       1.0.0.0    DirectAc...
Function        Remove-DnsClientNrptRule                           1.0.0.0    DnsClient  
Function        Remove-DscConfigurationDocument                    1.1        PSDesire...
Function        Remove-DtcClusterTMMapping                         1.0.0.0    MsDtc      
Function        Remove-EtwTraceProvider                            1.0.0.0    EventTra...
Function        Remove-FileShare                                   2.0.0.0    Storage    
Function        Remove-InitiatorId                                 2.0.0.0    Storage    
Function        Remove-InitiatorIdFromMaskingSet                   2.0.0.0    Storage    
Function        Remove-IscsiTargetPortal                           1.0.0.0    iSCSI      
Function        Remove-MaskingSet                                  2.0.0.0    Storage    
Function        Remove-MpPreference                                1.0        Defender   
Function        Remove-MpThreat                                    1.0        Defender   
Function        Remove-NetAdapterAdvancedProperty                  2.0.0.0    NetAdapter 
Function        Remove-NetEventNetworkAdapter                      1.0.0.0    NetEvent...
Function        Remove-NetEventPacketCaptureProvider               1.0.0.0    NetEvent...
Function        Remove-NetEventProvider                            1.0.0.0    NetEvent...
Function        Remove-NetEventSession                             1.0.0.0    NetEvent...
Function        Remove-NetEventVFPProvider                         1.0.0.0    NetEvent...
Function        Remove-NetEventVmNetworkAdapter                    1.0.0.0    NetEvent...
Function        Remove-NetEventVmSwitch                            1.0.0.0    NetEvent...
Function        Remove-NetEventVmSwitchProvider                    1.0.0.0    NetEvent...
Function        Remove-NetEventWFPCaptureProvider                  1.0.0.0    NetEvent...
Function        Remove-NetFirewallRule                             2.0.0.0    NetSecurity
Function        Remove-NetIPAddress                                1.0.0.0    NetTCPIP   
Function        Remove-NetIPHttpsCertBinding                       1.0.0.0    NetworkT...
Function        Remove-NetIPHttpsConfiguration                     1.0.0.0    NetworkT...
Function        Remove-NetIPsecDospSetting                         2.0.0.0    NetSecurity
Function        Remove-NetIPsecMainModeCryptoSet                   2.0.0.0    NetSecurity
Function        Remove-NetIPsecMainModeRule                        2.0.0.0    NetSecurity
Function        Remove-NetIPsecMainModeSA                          2.0.0.0    NetSecurity
Function        Remove-NetIPsecPhase1AuthSet                       2.0.0.0    NetSecurity
Function        Remove-NetIPsecPhase2AuthSet                       2.0.0.0    NetSecurity
Function        Remove-NetIPsecQuickModeCryptoSet                  2.0.0.0    NetSecurity
Function        Remove-NetIPsecQuickModeSA                         2.0.0.0    NetSecurity
Function        Remove-NetIPsecRule                                2.0.0.0    NetSecurity
Function        Remove-NetLbfoTeam                                 2.0.0.0    NetLbfo    
Function        Remove-NetLbfoTeamMember                           2.0.0.0    NetLbfo    
Function        Remove-NetLbfoTeamNic                              2.0.0.0    NetLbfo    
Function        Remove-NetNat                                      1.0.0.0    NetNat     
Function        Remove-NetNatExternalAddress                       1.0.0.0    NetNat     
Function        Remove-NetNatStaticMapping                         1.0.0.0    NetNat     
Function        Remove-NetNatTransitionConfiguration               1.0.0.0    NetworkT...
Function        Remove-NetNeighbor                                 1.0.0.0    NetTCPIP   
Function        Remove-NetQosPolicy                                2.0.0.0    NetQos     
Function        Remove-NetRoute                                    1.0.0.0    NetTCPIP   
Function        Remove-NetSwitchTeam                               1.0.0.0    NetSwitc...
Function        Remove-NetSwitchTeamMember                         1.0.0.0    NetSwitc...
Function        Remove-NetTransportFilter                          1.0.0.0    NetTCPIP   
Function        Remove-NetworkSwitchEthernetPortIPAddress          1.0.0.0    NetworkS...
Function        Remove-NetworkSwitchVlan                           1.0.0.0    NetworkS...
Function        Remove-OdbcDsn                                     1.0.0.0    Wdac       
Function        Remove-Partition                                   2.0.0.0    Storage    
Function        Remove-PartitionAccessPath                         2.0.0.0    Storage    
Function        Remove-PhysicalDisk                                2.0.0.0    Storage    
Function        Remove-Printer                                     1.1        PrintMan...
Function        Remove-PrinterDriver                               1.1        PrintMan...
Function        Remove-PrinterPort                                 1.1        PrintMan...
Function        Remove-PrintJob                                    1.1        PrintMan...
Function        Remove-SmbBandwidthLimit                           2.0.0.0    SmbShare   
Function        Remove-SmbGlobalMapping                            2.0.0.0    SmbShare   
Function        Remove-SmbMapping                                  2.0.0.0    SmbShare   
Function        Remove-SmbMultichannelConstraint                   2.0.0.0    SmbShare   
Function        Remove-SmbShare                                    2.0.0.0    SmbShare   
Function        Remove-StorageBusBinding                           1.0.0.0    StorageB...
Function        Remove-StorageFaultDomain                          2.0.0.0    Storage    
Function        Remove-StorageFileServer                           2.0.0.0    Storage    
Function        Remove-StorageHealthIntent                         2.0.0.0    Storage    
Function        Remove-StorageHealthSetting                        2.0.0.0    Storage    
Function        Remove-StoragePool                                 2.0.0.0    Storage    
Function        Remove-StorageTier                                 2.0.0.0    Storage    
Function        Remove-TargetPortFromMaskingSet                    2.0.0.0    Storage    
Function        Remove-VirtualDisk                                 2.0.0.0    Storage    
Function        Remove-VirtualDiskFromMaskingSet                   2.0.0.0    Storage    
Function        Remove-VpnConnection                               2.0.0.0    VpnClient  
Function        Remove-VpnConnectionRoute                          2.0.0.0    VpnClient  
Function        Remove-VpnConnectionTriggerApplication             2.0.0.0    VpnClient  
Function        Remove-VpnConnectionTriggerDnsConfiguration        2.0.0.0    VpnClient  
Function        Remove-VpnConnectionTriggerTrustedNetwork          2.0.0.0    VpnClient  
Function        Rename-DAEntryPointTableItem                       1.0.0.0    DirectAc...
Function        Rename-MaskingSet                                  2.0.0.0    Storage    
Function        Rename-NetAdapter                                  2.0.0.0    NetAdapter 
Function        Rename-NetFirewallRule                             2.0.0.0    NetSecurity
Function        Rename-NetIPHttpsConfiguration                     1.0.0.0    NetworkT...
Function        Rename-NetIPsecMainModeCryptoSet                   2.0.0.0    NetSecurity
Function        Rename-NetIPsecMainModeRule                        2.0.0.0    NetSecurity
Function        Rename-NetIPsecPhase1AuthSet                       2.0.0.0    NetSecurity
Function        Rename-NetIPsecPhase2AuthSet                       2.0.0.0    NetSecurity
Function        Rename-NetIPsecQuickModeCryptoSet                  2.0.0.0    NetSecurity
Function        Rename-NetIPsecRule                                2.0.0.0    NetSecurity
Function        Rename-NetLbfoTeam                                 2.0.0.0    NetLbfo    
Function        Rename-NetSwitchTeam                               1.0.0.0    NetSwitc...
Function        Rename-Printer                                     1.1        PrintMan...
Function        Repair-FileIntegrity                               2.0.0.0    Storage    
Function        Repair-VirtualDisk                                 2.0.0.0    Storage    
Function        Repair-Volume                                      2.0.0.0    Storage    
Function        Reset-DAClientExperienceConfiguration              1.0.0.0    DirectAc...
Function        Reset-DAEntryPointTableItem                        1.0.0.0    DirectAc...
Function        Reset-DtcLog                                       1.0.0.0    MsDtc      
Function        Reset-NCSIPolicyConfiguration                      1.0.0.0    NetworkC...
Function        Reset-Net6to4Configuration                         1.0.0.0    NetworkT...
Function        Reset-NetAdapterAdvancedProperty                   2.0.0.0    NetAdapter 
Function        Reset-NetDnsTransitionConfiguration                1.0.0.0    NetworkT...
Function        Reset-NetIPHttpsConfiguration                      1.0.0.0    NetworkT...
Function        Reset-NetIsatapConfiguration                       1.0.0.0    NetworkT...
Function        Reset-NetTeredoConfiguration                       1.0.0.0    NetworkT...
Function        Reset-PhysicalDisk                                 2.0.0.0    Storage    
Function        Reset-StorageReliabilityCounter                    2.0.0.0    Storage    
Function        Resize-Partition                                   2.0.0.0    Storage    
Function        Resize-StorageTier                                 2.0.0.0    Storage    
Function        Resize-VirtualDisk                                 2.0.0.0    Storage    
Function        Restart-NetAdapter                                 2.0.0.0    NetAdapter 
Function        Restart-PcsvDevice                                 1.0.0.0    PcsvDevice 
Function        Restart-PrintJob                                   1.1        PrintMan...
Function        Restore-DscConfiguration                           1.1        PSDesire...
Function        Restore-NetworkSwitchConfiguration                 1.0.0.0    NetworkS...
Function        Resume-BitLocker                                   1.0.0.0    BitLocker  
Function        Resume-PrintJob                                    1.1        PrintMan...
Function        Resume-StorageBusDisk                              1.0.0.0    StorageB...
Function        Revoke-FileShareAccess                             2.0.0.0    Storage    
Function        Revoke-SmbShareAccess                              2.0.0.0    SmbShare   
Function        S:                                                                       
Function        SafeGetCommand                                     3.4.0      Pester     
Function        Save-EtwTraceSession                               1.0.0.0    EventTra...
Function        Save-Module                                        1.0.0.1    PowerShe...
Function        Save-NetGPO                                        2.0.0.0    NetSecurity
Function        Save-NetworkSwitchConfiguration                    1.0.0.0    NetworkS...
Function        Save-Script                                        1.0.0.1    PowerShe...
Function        Send-EtwTraceSession                               1.0.0.0    EventTra...
Function        Set-ClusteredScheduledTask                         1.0.0.0    Schedule...
Function        Set-DAClientExperienceConfiguration                1.0.0.0    DirectAc...
Function        Set-DAEntryPointTableItem                          1.0.0.0    DirectAc...
Function        Set-Disk                                           2.0.0.0    Storage    
Function        Set-DnsClient                                      1.0.0.0    DnsClient  
Function        Set-DnsClientGlobalSetting                         1.0.0.0    DnsClient  
Function        Set-DnsClientNrptGlobal                            1.0.0.0    DnsClient  
Function        Set-DnsClientNrptRule                              1.0.0.0    DnsClient  
Function        Set-DnsClientServerAddress                         1.0.0.0    DnsClient  
Function        Set-DtcAdvancedHostSetting                         1.0.0.0    MsDtc      
Function        Set-DtcAdvancedSetting                             1.0.0.0    MsDtc      
Function        Set-DtcClusterDefault                              1.0.0.0    MsDtc      
Function        Set-DtcClusterTMMapping                            1.0.0.0    MsDtc      
Function        Set-DtcDefault                                     1.0.0.0    MsDtc      
Function        Set-DtcLog                                         1.0.0.0    MsDtc      
Function        Set-DtcNetworkSetting                              1.0.0.0    MsDtc      
Function        Set-DtcTransaction                                 1.0.0.0    MsDtc      
Function        Set-DtcTransactionsTraceSession                    1.0.0.0    MsDtc      
Function        Set-DtcTransactionsTraceSetting                    1.0.0.0    MsDtc      
Function        Set-DynamicParameterVariables                      3.4.0      Pester     
Function        Set-EtwTraceProvider                               1.0.0.0    EventTra...
Function        Set-FileIntegrity                                  2.0.0.0    Storage    
Function        Set-FileShare                                      2.0.0.0    Storage    
Function        Set-FileStorageTier                                2.0.0.0    Storage    
Function        Set-InitiatorPort                                  2.0.0.0    Storage    
Function        Set-IscsiChapSecret                                1.0.0.0    iSCSI      
Function        Set-LogProperties                                  1.0.0.0    PSDiagno...
Function        Set-MMAgent                                        1.0        MMAgent    
Function        Set-MpPreference                                   1.0        Defender   
Function        Set-NCSIPolicyConfiguration                        1.0.0.0    NetworkC...
Function        Set-Net6to4Configuration                           1.0.0.0    NetworkT...
Function        Set-NetAdapter                                     2.0.0.0    NetAdapter 
Function        Set-NetAdapterAdvancedProperty                     2.0.0.0    NetAdapter 
Function        Set-NetAdapterBinding                              2.0.0.0    NetAdapter 
Function        Set-NetAdapterChecksumOffload                      2.0.0.0    NetAdapter 
Function        Set-NetAdapterEncapsulatedPacketTaskOffload        2.0.0.0    NetAdapter 
Function        Set-NetAdapterIPsecOffload                         2.0.0.0    NetAdapter 
Function        Set-NetAdapterLso                                  2.0.0.0    NetAdapter 
Function        Set-NetAdapterPacketDirect                         2.0.0.0    NetAdapter 
Function        Set-NetAdapterPowerManagement                      2.0.0.0    NetAdapter 
Function        Set-NetAdapterQos                                  2.0.0.0    NetAdapter 
Function        Set-NetAdapterRdma                                 2.0.0.0    NetAdapter 
Function        Set-NetAdapterRsc                                  2.0.0.0    NetAdapter 
Function        Set-NetAdapterRss                                  2.0.0.0    NetAdapter 
Function        Set-NetAdapterSriov                                2.0.0.0    NetAdapter 
Function        Set-NetAdapterVmq                                  2.0.0.0    NetAdapter 
Function        Set-NetConnectionProfile                           1.0.0.0    NetConne...
Function        Set-NetDnsTransitionConfiguration                  1.0.0.0    NetworkT...
Function        Set-NetEventPacketCaptureProvider                  1.0.0.0    NetEvent...
Function        Set-NetEventProvider                               1.0.0.0    NetEvent...
Function        Set-NetEventSession                                1.0.0.0    NetEvent...
Function        Set-NetEventVFPProvider                            1.0.0.0    NetEvent...
Function        Set-NetEventVmSwitchProvider                       1.0.0.0    NetEvent...
Function        Set-NetEventWFPCaptureProvider                     1.0.0.0    NetEvent...
Function        Set-NetFirewallAddressFilter                       2.0.0.0    NetSecurity
Function        Set-NetFirewallApplicationFilter                   2.0.0.0    NetSecurity
Function        Set-NetFirewallInterfaceFilter                     2.0.0.0    NetSecurity
Function        Set-NetFirewallInterfaceTypeFilter                 2.0.0.0    NetSecurity
Function        Set-NetFirewallPortFilter                          2.0.0.0    NetSecurity
Function        Set-NetFirewallProfile                             2.0.0.0    NetSecurity
Function        Set-NetFirewallRule                                2.0.0.0    NetSecurity
Function        Set-NetFirewallSecurityFilter                      2.0.0.0    NetSecurity
Function        Set-NetFirewallServiceFilter                       2.0.0.0    NetSecurity
Function        Set-NetFirewallSetting                             2.0.0.0    NetSecurity
Function        Set-NetIPAddress                                   1.0.0.0    NetTCPIP   
Function        Set-NetIPHttpsConfiguration                        1.0.0.0    NetworkT...
Function        Set-NetIPInterface                                 1.0.0.0    NetTCPIP   
Function        Set-NetIPsecDospSetting                            2.0.0.0    NetSecurity
Function        Set-NetIPsecMainModeCryptoSet                      2.0.0.0    NetSecurity
Function        Set-NetIPsecMainModeRule                           2.0.0.0    NetSecurity
Function        Set-NetIPsecPhase1AuthSet                          2.0.0.0    NetSecurity
Function        Set-NetIPsecPhase2AuthSet                          2.0.0.0    NetSecurity
Function        Set-NetIPsecQuickModeCryptoSet                     2.0.0.0    NetSecurity
Function        Set-NetIPsecRule                                   2.0.0.0    NetSecurity
Function        Set-NetIPv4Protocol                                1.0.0.0    NetTCPIP   
Function        Set-NetIPv6Protocol                                1.0.0.0    NetTCPIP   
Function        Set-NetIsatapConfiguration                         1.0.0.0    NetworkT...
Function        Set-NetLbfoTeam                                    2.0.0.0    NetLbfo    
Function        Set-NetLbfoTeamMember                              2.0.0.0    NetLbfo    
Function        Set-NetLbfoTeamNic                                 2.0.0.0    NetLbfo    
Function        Set-NetNat                                         1.0.0.0    NetNat     
Function        Set-NetNatGlobal                                   1.0.0.0    NetNat     
Function        Set-NetNatTransitionConfiguration                  1.0.0.0    NetworkT...
Function        Set-NetNeighbor                                    1.0.0.0    NetTCPIP   
Function        Set-NetOffloadGlobalSetting                        1.0.0.0    NetTCPIP   
Function        Set-NetQosPolicy                                   2.0.0.0    NetQos     
Function        Set-NetRoute                                       1.0.0.0    NetTCPIP   
Function        Set-NetTCPSetting                                  1.0.0.0    NetTCPIP   
Function        Set-NetTeredoConfiguration                         1.0.0.0    NetworkT...
Function        Set-NetUDPSetting                                  1.0.0.0    NetTCPIP   
Function        Set-NetworkSwitchEthernetPortIPAddress             1.0.0.0    NetworkS...
Function        Set-NetworkSwitchPortMode                          1.0.0.0    NetworkS...
Function        Set-NetworkSwitchPortProperty                      1.0.0.0    NetworkS...
Function        Set-NetworkSwitchVlanProperty                      1.0.0.0    NetworkS...
Function        Set-OdbcDriver                                     1.0.0.0    Wdac       
Function        Set-OdbcDsn                                        1.0.0.0    Wdac       
Function        Set-Partition                                      2.0.0.0    Storage    
Function        Set-PcsvDeviceBootConfiguration                    1.0.0.0    PcsvDevice 
Function        Set-PcsvDeviceNetworkConfiguration                 1.0.0.0    PcsvDevice 
Function        Set-PcsvDeviceUserPassword                         1.0.0.0    PcsvDevice 
Function        Set-PhysicalDisk                                   2.0.0.0    Storage    
Function        Set-PrintConfiguration                             1.1        PrintMan...
Function        Set-Printer                                        1.1        PrintMan...
Function        Set-PrinterProperty                                1.1        PrintMan...
Function        Set-PSRepository                                   1.0.0.1    PowerShe...
Function        Set-ResiliencySetting                              2.0.0.0    Storage    
Function        Set-ScheduledTask                                  1.0.0.0    Schedule...
Function        Set-SmbBandwidthLimit                              2.0.0.0    SmbShare   
Function        Set-SmbClientConfiguration                         2.0.0.0    SmbShare   
Function        Set-SmbPathAcl                                     2.0.0.0    SmbShare   
Function        Set-SmbServerConfiguration                         2.0.0.0    SmbShare   
Function        Set-SmbShare                                       2.0.0.0    SmbShare   
Function        Set-StorageBusProfile                              1.0.0.0    StorageB...
Function        Set-StorageFileServer                              2.0.0.0    Storage    
Function        Set-StorageHealthSetting                           2.0.0.0    Storage    
Function        Set-StoragePool                                    2.0.0.0    Storage    
Function        Set-StorageProvider                                2.0.0.0    Storage    
Function        Set-StorageSetting                                 2.0.0.0    Storage    
Function        Set-StorageSubSystem                               2.0.0.0    Storage    
Function        Set-StorageTier                                    2.0.0.0    Storage    
Function        Set-TestInconclusive                               3.4.0      Pester     
Function        Setup                                              3.4.0      Pester     
Function        Set-VirtualDisk                                    2.0.0.0    Storage    
Function        Set-Volume                                         2.0.0.0    Storage    
Function        Set-VolumeScrubPolicy                              2.0.0.0    Storage    
Function        Set-VpnConnection                                  2.0.0.0    VpnClient  
Function        Set-VpnConnectionIPsecConfiguration                2.0.0.0    VpnClient  
Function        Set-VpnConnectionProxy                             2.0.0.0    VpnClient  
Function        Set-VpnConnectionTriggerDnsConfiguration           2.0.0.0    VpnClient  
Function        Set-VpnConnectionTriggerTrustedNetwork             2.0.0.0    VpnClient  
Function        Should                                             3.4.0      Pester     
Function        Show-NetFirewallRule                               2.0.0.0    NetSecurity
Function        Show-NetIPsecRule                                  2.0.0.0    NetSecurity
Function        Show-StorageHistory                                2.0.0.0    Storage    
Function        Show-VirtualDisk                                   2.0.0.0    Storage    
Function        Start-AppBackgroundTask                            1.0.0.0    AppBackg...
Function        Start-AutologgerConfig                             1.0.0.0    EventTra...
Function        Start-Dtc                                          1.0.0.0    MsDtc      
Function        Start-DtcTransactionsTraceSession                  1.0.0.0    MsDtc      
Function        Start-EtwTraceSession                              1.0.0.0    EventTra...
Function        Start-MpScan                                       1.0        Defender   
Function        Start-MpWDOScan                                    1.0        Defender   
Function        Start-NetEventSession                              1.0.0.0    NetEvent...
Function        Start-PcsvDevice                                   1.0.0.0    PcsvDevice 
Function        Start-ScheduledTask                                1.0.0.0    Schedule...
Function        Start-StorageDiagnosticLog                         2.0.0.0    Storage    
Function        Start-Trace                                        1.0.0.0    PSDiagno...
Function        Start-WUScan                                       1.0.0.2    WindowsU...
Function        Stop-DscConfiguration                              1.1        PSDesire...
Function        Stop-Dtc                                           1.0.0.0    MsDtc      
Function        Stop-DtcTransactionsTraceSession                   1.0.0.0    MsDtc      
Function        Stop-EtwTraceSession                               1.0.0.0    EventTra...
Function        Stop-NetEventSession                               1.0.0.0    NetEvent...
Function        Stop-PcsvDevice                                    1.0.0.0    PcsvDevice 
Function        Stop-ScheduledTask                                 1.0.0.0    Schedule...
Function        Stop-StorageDiagnosticLog                          2.0.0.0    Storage    
Function        Stop-StorageJob                                    2.0.0.0    Storage    
Function        Stop-Trace                                         1.0.0.0    PSDiagno...
Function        Suspend-BitLocker                                  1.0.0.0    BitLocker  
Function        Suspend-PrintJob                                   1.1        PrintMan...
Function        Suspend-StorageBusDisk                             1.0.0.0    StorageB...
Function        Sync-NetIPsecRule                                  2.0.0.0    NetSecurity
Function        T:                                                                       
Function        TabExpansion2                                                            
Function        Test-Dtc                                           1.0.0.0    MsDtc      
Function        Test-NetConnection                                 1.0.0.0    NetTCPIP   
Function        Test-ScriptFileInfo                                1.0.0.1    PowerShe...
Function        U:                                                                       
Function        Unblock-FileShareAccess                            2.0.0.0    Storage    
Function        Unblock-SmbShareAccess                             2.0.0.0    SmbShare   
Function        Uninstall-Dtc                                      1.0.0.0    MsDtc      
Function        Uninstall-Module                                   1.0.0.1    PowerShe...
Function        Uninstall-Script                                   1.0.0.1    PowerShe...
Function        Unlock-BitLocker                                   1.0.0.0    BitLocker  
Function        Unregister-AppBackgroundTask                       1.0.0.0    AppBackg...
Function        Unregister-ClusteredScheduledTask                  1.0.0.0    Schedule...
Function        Unregister-IscsiSession                            1.0.0.0    iSCSI      
Function        Unregister-PSRepository                            1.0.0.1    PowerShe...
Function        Unregister-ScheduledTask                           1.0.0.0    Schedule...
Function        Unregister-StorageSubsystem                        2.0.0.0    Storage    
Function        Update-AutologgerConfig                            1.0.0.0    EventTra...
Function        Update-Disk                                        2.0.0.0    Storage    
Function        Update-DscConfiguration                            1.1        PSDesire...
Function        Update-EtwTraceSession                             1.0.0.0    EventTra...
Function        Update-HostStorageCache                            2.0.0.0    Storage    
Function        Update-IscsiTarget                                 1.0.0.0    iSCSI      
Function        Update-IscsiTargetPortal                           1.0.0.0    iSCSI      
Function        Update-Module                                      1.0.0.1    PowerShe...
